individualid,originalid,originaltraitname,originaltraitdef,standardisedtraitname,standardisedtraitdef,originaltraitvalue,originaltraitunit,originalerrorpos,originalerrorneg,originalerrorunit,standardisedtraitvalue,standardisedtraitunit,standardisederrorpos,standardisederrorneg,standardisederrorunit,replicates,habitat,labfield,arenavalue,arenaunit,arenavaluesi,arenaunitsi,ambienttemp,ambienttempmethod,ambienttempunit,ambientlight,ambientlightunit,secondstressor,secondstressordef,secondstressorvalue,secondstressorunit,timestart,timeend,totalobstimevalue,totalobstimeunit,totalobstimevaluesi,totalobstimeunitsi,totalobstimenotes,resrepvalue,resrepunit,resrepvaluesi,resrepunitsi,locationtext,locationtype,originallocationdate,locationdate,locationdateprecision,coordinatetype,latitude,longitude,interactor1,interactor1common,interactor1wholepart,interactor1wholeparttype,interactor1number,interactor1kingdom,interactor1phylum,interactor1class,interactor1order,interactor1family,interactor1genus,interactor1species,interactor1stage,interactor1sex,interactor1temp,interactor1tempunit,interactor1tempmethod,interactor1growthtemp,interactor1growthtempunit,interactor1growthdur,interactor1growthdurunit,interactor1growthtype,interactor1acc,interactor1acctemp,interactor1acctempnotes,interactor1acctime,interactor1acctimenotes,interactor1acctimeunit,interactor1origtemp,interactor1origtempnotes,interactor1origtime,interactor1origtimenotes,interactor1origtimeunit,interactor1equilibtimevalue,interactor1equilibtimeunit,interactor1size,interactor1sizeunit,interactor1sizetype,interactor1sizesi,interactor1sizeunitsi,interactor1denvalue,interactor1denunit,interactor1dentypesi,interactor1denvaluesi,interactor1denunitsi,interactor1massvaluesi,interactor1massunitsi,interactor2common,interactor2kingdom,interactor2phylum,interactor2class,interactor2order,interactor2family,interactor2genus,interactor2species,interactor2stage,interactor2sex,interactor2temp,interactor2tempunit,interactor2tempmethod,interactor2growthtemp,interactor2growthtempunit,interactor2growthdur,interactor2growthdurunit,interactor2growthtype,interactor2acc,interactor2acctemp,interactor2acctempnotes,interactor2acctime,interactor2acctimenotes,interactor2acctimeunit,interactor2origtemp,interactor2origtempnotes,interactor2origtime,interactor2origtimenotes,interactor2origtimeunit,interactor2equilibtimevalue,interactor2equilibtimeunit,interactor2size,interactor2sizeunit,interactor2sizetype,interactor2sizesi,interactor2sizeunitsi,interactor2denvalue,interactor2denunit,interactor2dentypesi,interactor2denvaluesi,interactor2denunitsi,interactor2massvaluesi,interactor2massunitsi,physicalprocess,physicalprocess_1,physicalprocess_2,figuretable,citation,doi,curratedbycitation,curratedbydoi,submittedby,contributoremail,notes,published,embargorelease
,MGT001,relative activity,mean percent relative activity,,,96.72,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Tianjin China,colony,,,0,decimal,39,117,Bacillus subtilis,,part,glycosyltransferase Bs-YjiC enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,32,Celsius,,37,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 3b,"Dai et al. 2017. Exploiting the aglycon promiscuity of glycosyltransferase Bs-YjiC from Bacillus subtilis and its application in synthesis of glycosides. Journal of Biotechnology, 248",10.1016/j.jbiotec.2017.03.009,,,Natalia Glazman,glazmann@yahoo.co.uk,Growth temperature applies to E. coli expression vector. B. subtilis 168 strain used. UDP-glucose was the substrate,TRUE,23/04/2017
,MGT001,relative activity,mean percent relative activity,,,99.86,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Tianjin China,colony,,,0,decimal,39,117,Bacillus subtilis,,part,glycosyltransferase Bs-YjiC enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,35,Celsius,,37,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 3b,"Dai et al. 2017. Exploiting the aglycon promiscuity of glycosyltransferase Bs-YjiC from Bacillus subtilis and its application in synthesis of glycosides. Journal of Biotechnology, 248",10.1016/j.jbiotec.2017.03.009,,,Natalia Glazman,glazmann@yahoo.co.uk,Growth temperature applies to E. coli expression vector. B. subtilis 168 strain used. UDP-glucose was the substrate,TRUE,24/04/2017
,MGT001,relative activity,mean percent relative activity,,,97.91,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Tianjin China,colony,,,0,decimal,39,117,Bacillus subtilis,,part,glycosyltransferase Bs-YjiC enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,37,Celsius,,37,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 3b,"Dai et al. 2017. Exploiting the aglycon promiscuity of glycosyltransferase Bs-YjiC from Bacillus subtilis and its application in synthesis of glycosides. Journal of Biotechnology, 248",10.1016/j.jbiotec.2017.03.009,,,Natalia Glazman,glazmann@yahoo.co.uk,Growth temperature applies to E. coli expression vector. B. subtilis 168 strain used. UDP-glucose was the substrate,TRUE,25/04/2017
,MGT001,relative activity,mean percent relative activity,,,92.51,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Tianjin China,colony,,,0,decimal,39,117,Bacillus subtilis,,part,glycosyltransferase Bs-YjiC enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,40,Celsius,,37,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 3b,"Dai et al. 2017. Exploiting the aglycon promiscuity of glycosyltransferase Bs-YjiC from Bacillus subtilis and its application in synthesis of glycosides. Journal of Biotechnology, 248",10.1016/j.jbiotec.2017.03.009,,,Natalia Glazman,glazmann@yahoo.co.uk,Growth temperature applies to E. coli expression vector. B. subtilis 168 strain used. UDP-glucose was the substrate,TRUE,26/04/2017
,MGT001,relative activity,mean percent relative activity,,,88.32,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Tianjin China,colony,,,0,decimal,39,117,Bacillus subtilis,,part,glycosyltransferase Bs-YjiC enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,45,Celsius,,37,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 3b,"Dai et al. 2017. Exploiting the aglycon promiscuity of glycosyltransferase Bs-YjiC from Bacillus subtilis and its application in synthesis of glycosides. Journal of Biotechnology, 248",10.1016/j.jbiotec.2017.03.009,,,Natalia Glazman,glazmann@yahoo.co.uk,Growth temperature applies to E. coli expression vector. B. subtilis 168 strain used. UDP-glucose was the substrate,TRUE,27/04/2017
,MGT001,relative activity,mean percent relative activity,,,45.79,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Tianjin China,colony,,,0,decimal,39,117,Bacillus subtilis,,part,glycosyltransferase Bs-YjiC enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,50,Celsius,,37,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 3b,"Dai et al. 2017. Exploiting the aglycon promiscuity of glycosyltransferase Bs-YjiC from Bacillus subtilis and its application in synthesis of glycosides. Journal of Biotechnology, 248",10.1016/j.jbiotec.2017.03.009,,,Natalia Glazman,glazmann@yahoo.co.uk,Growth temperature applies to E. coli expression vector. B. subtilis 168 strain used. UDP-glucose was the substrate,TRUE,28/04/2017
,NAD001,relative activity,mean percent relative activity,,,44.17,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Pavia Italy,colony,,,0,decimal,45,9,Bacillus subtilis,,part,NAD kinase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,25,Celsius,,27,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 4b,Garavaglia et al. 2003. Allosteric Regulation of Bacillus subtilis NAD Kinase by Quinolinic Acid. Journal of Bacteriology. 185:16,10.1128/jb.185.16.4844-4850.2003,,,Natalia Glazman,glazmann@yahoo.co.uk,Growth temperature applies to E. coli expression vector. B. subtilis 168 strain used. Substrate is NADP.,TRUE,01/08/2003
,NAD001,relative activity,mean percent relative activity,,,92.96,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Pavia Italy,colony,,,0,decimal,45,9,Bacillus subtilis,,part,NAD kinase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,30,Celsius,,27,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 4b,Garavaglia et al. 2003. Allosteric Regulation of Bacillus subtilis NAD Kinase by Quinolinic Acid. Journal of Bacteriology. 185:16,10.1128/jb.185.16.4844-4850.2003,,,Natalia Glazman,glazmann@yahoo.co.uk,Growth temperature applies to E. coli expression vector. B. subtilis 168 strain used. Substrate is NADP.,TRUE,01/08/2003
,NAD001,relative activity,mean percent relative activity,,,100.03,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Pavia Italy,colony,,,0,decimal,45,9,Bacillus subtilis,,part,NAD kinase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,35,Celsius,,27,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 4b,Garavaglia et al. 2003. Allosteric Regulation of Bacillus subtilis NAD Kinase by Quinolinic Acid. Journal of Bacteriology. 185:16,10.1128/jb.185.16.4844-4850.2003,,,Natalia Glazman,glazmann@yahoo.co.uk,Growth temperature applies to E. coli expression vector. B. subtilis 168 strain used. Substrate is NADP.,TRUE,01/08/2003
,NAD001,relative activity,mean percent relative activity,,,82.94,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Pavia Italy,colony,,,0,decimal,45,9,Bacillus subtilis,,part,NAD kinase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,40,Celsius,,27,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 4b,Garavaglia et al. 2003. Allosteric Regulation of Bacillus subtilis NAD Kinase by Quinolinic Acid. Journal of Bacteriology. 185:16,10.1128/jb.185.16.4844-4850.2003,,,Natalia Glazman,glazmann@yahoo.co.uk,Growth temperature applies to E. coli expression vector. B. subtilis 168 strain used. Substrate is NADP.,TRUE,01/08/2003
,NAD001,relative activity,mean percent relative activity,,,65.14,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Pavia Italy,colony,,,0,decimal,45,9,Bacillus subtilis,,part,NAD kinase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,50,Celsius,,27,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 4b,Garavaglia et al. 2003. Allosteric Regulation of Bacillus subtilis NAD Kinase by Quinolinic Acid. Journal of Bacteriology. 185:16,10.1128/jb.185.16.4844-4850.2003,,,Natalia Glazman,glazmann@yahoo.co.uk,Growth temperature applies to E. coli expression vector. B. subtilis 168 strain used. Substrate is NADP.,TRUE,01/08/2003
,NAD001,relative activity,mean percent relative activity,,,22.23,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Pavia Italy,colony,,,0,decimal,45,9,Bacillus subtilis,,part,NAD kinase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,60,Celsius,,27,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 4b,Garavaglia et al. 2003. Allosteric Regulation of Bacillus subtilis NAD Kinase by Quinolinic Acid. Journal of Bacteriology. 185:16,10.1128/jb.185.16.4844-4850.2003,,,Natalia Glazman,glazmann@yahoo.co.uk,Growth temperature applies to E. coli expression vector. B. subtilis 168 strain used. Substrate is NADP.,TRUE,01/08/2003
,NAD001,relative activity,mean percent relative activity,,,1.8,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Pavia Italy,colony,,,0,decimal,45,9,Bacillus subtilis,,part,NAD kinase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,70,Celsius,,27,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 4b,Garavaglia et al. 2003. Allosteric Regulation of Bacillus subtilis NAD Kinase by Quinolinic Acid. Journal of Bacteriology. 185:16,10.1128/jb.185.16.4844-4850.2003,,,Natalia Glazman,glazmann@yahoo.co.uk,Growth temperature applies to E. coli expression vector. B. subtilis 168 strain used. Substrate is NADP.,TRUE,01/08/2003
,NAD001,relative activity,mean percent relative activity,,,0.15,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Pavia Italy,colony,,,0,decimal,45,9,Bacillus subtilis,,part,NAD kinase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,80,Celsius,,27,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,figure 4b,Garavaglia et al. 2003. Allosteric Regulation of Bacillus subtilis NAD Kinase by Quinolinic Acid. Journal of Bacteriology. 185:16,10.1128/jb.185.16.4844-4850.2003,,,Natalia Glazman,glazmann@yahoo.co.uk,Growth temperature applies to E. coli expression vector. B. subtilis 168 strain used. Substrate is NADP.,TRUE,01/08/2003
,ARL001,relative activity,mean percent relative activity,,,0.04,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Caparica Portugal,colony,,,0,decimal,39,-9,Bacillus subtilis,,part,AraL enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,25,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Godinho et al. 2011. Characterization and regulation of a bacterial sugar phosphatase of the haloalkanoate dehalogenase superfamily AraL from Bacillus subtilis. FEBS Journal. 278:14,10.1111/j.1742-4658.2011.08177.x,,,Natalia Glazman,glazmann@yahoo.co.uk,Check strain!,TRUE,01/07/2011
,ARL001,relative activity,mean percent relative activity,,,6.97,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Caparica Portugal,colony,,,0,decimal,39,-9,Bacillus subtilis,,part,AraL enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,37,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Godinho et al. 2011. Characterization and regulation of a bacterial sugar phosphatase of the haloalkanoate dehalogenase superfamily AraL from Bacillus subtilis. FEBS Journal. 278:14,10.1111/j.1742-4658.2011.08177.x,,,Natalia Glazman,glazmann@yahoo.co.uk,Check strain!,TRUE,01/07/2011
,ARL001,relative activity,mean percent relative activity,,,14.14,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Caparica Portugal,colony,,,0,decimal,39,-9,Bacillus subtilis,,part,AraL enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,45,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Godinho et al. 2011. Characterization and regulation of a bacterial sugar phosphatase of the haloalkanoate dehalogenase superfamily AraL from Bacillus subtilis. FEBS Journal. 278:14,10.1111/j.1742-4658.2011.08177.x,,,Natalia Glazman,glazmann@yahoo.co.uk,Check strain!,TRUE,01/07/2011
,ARL001,relative activity,mean percent relative activity,,,32.07,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Caparica Portugal,colony,,,0,decimal,39,-9,Bacillus subtilis,,part,AraL enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,55,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Godinho et al. 2011. Characterization and regulation of a bacterial sugar phosphatase of the haloalkanoate dehalogenase superfamily AraL from Bacillus subtilis. FEBS Journal. 278:14,10.1111/j.1742-4658.2011.08177.x,,,Natalia Glazman,glazmann@yahoo.co.uk,Check strain!,TRUE,01/07/2011
,ARL001,relative activity,mean percent relative activity,,,100.2,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Caparica Portugal,colony,,,0,decimal,39,-9,Bacillus subtilis,,part,AraL enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,65,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Godinho et al. 2011. Characterization and regulation of a bacterial sugar phosphatase of the haloalkanoate dehalogenase superfamily AraL from Bacillus subtilis. FEBS Journal. 278:14,10.1111/j.1742-4658.2011.08177.x,,,Natalia Glazman,glazmann@yahoo.co.uk,Check strain!,TRUE,01/07/2011
,ARL001,relative activity,mean percent relative activity,,,53.35,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Caparica Portugal,colony,,,0,decimal,39,-9,Bacillus subtilis,,part,AraL enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,70,Celsius,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Godinho et al. 2011. Characterization and regulation of a bacterial sugar phosphatase of the haloalkanoate dehalogenase superfamily AraL from Bacillus subtilis. FEBS Journal. 278:14,10.1111/j.1742-4658.2011.08177.x,,,Natalia Glazman,glazmann@yahoo.co.uk,Check strain!,TRUE,01/07/2011
,PEL001,relative activity,mean percent relative activity,,,16.61,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona Spain,colony,,,0,decimal,41,2,Bacillus subtilis,,part,Pectate lyase C enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,30,Celsius,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soriano et al. 2006. Pectate lyase C from Bacillus subtilis: a novel endo-cleaving enzyme with activity on highly methylated pectin. Microbiology. 152:3,10.1099/mic.0.28562-0,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. Substrate is 22% methylated citrus pectin,TRUE,01/03/2001
,PEL001,relative activity,mean percent relative activity,,,18.31,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona Spain,colony,,,0,decimal,41,2,Bacillus subtilis,,part,Pectate lyase C enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,35,Celsius,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soriano et al. 2006. Pectate lyase C from Bacillus subtilis: a novel endo-cleaving enzyme with activity on highly methylated pectin. Microbiology. 152:3,10.1099/mic.0.28562-0,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. Substrate is 22% methylated citrus pectin,TRUE,01/03/2001
,PEL001,relative activity,mean percent relative activity,,,37.69,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona Spain,colony,,,0,decimal,41,2,Bacillus subtilis,,part,Pectate lyase C enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,40,Celsius,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soriano et al. 2006. Pectate lyase C from Bacillus subtilis: a novel endo-cleaving enzyme with activity on highly methylated pectin. Microbiology. 152:3,10.1099/mic.0.28562-0,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. Substrate is 22% methylated citrus pectin,TRUE,01/03/2001
,PEL001,relative activity,mean percent relative activity,,,43.72,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona Spain,colony,,,0,decimal,41,2,Bacillus subtilis,,part,Pectate lyase C enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,45,Celsius,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soriano et al. 2006. Pectate lyase C from Bacillus subtilis: a novel endo-cleaving enzyme with activity on highly methylated pectin. Microbiology. 152:3,10.1099/mic.0.28562-0,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. Substrate is 22% methylated citrus pectin,TRUE,01/03/2001
,PEL001,relative activity,mean percent relative activity,,,59.91,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona Spain,colony,,,0,decimal,41,2,Bacillus subtilis,,part,Pectate lyase C enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,50,Celsius,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soriano et al. 2006. Pectate lyase C from Bacillus subtilis: a novel endo-cleaving enzyme with activity on highly methylated pectin. Microbiology. 152:3,10.1099/mic.0.28562-0,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. Substrate is 22% methylated citrus pectin,TRUE,01/03/2001
,PEL001,relative activity,mean percent relative activity,,,69.51,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona Spain,colony,,,0,decimal,41,2,Bacillus subtilis,,part,Pectate lyase C enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,55,Celsius,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soriano et al. 2006. Pectate lyase C from Bacillus subtilis: a novel endo-cleaving enzyme with activity on highly methylated pectin. Microbiology. 152:3,10.1099/mic.0.28562-0,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. Substrate is 22% methylated citrus pectin,TRUE,01/03/2001
,PEL001,relative activity,mean percent relative activity,,,84.38,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona Spain,colony,,,0,decimal,41,2,Bacillus subtilis,,part,Pectate lyase C enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,60,Celsius,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soriano et al. 2006. Pectate lyase C from Bacillus subtilis: a novel endo-cleaving enzyme with activity on highly methylated pectin. Microbiology. 152:3,10.1099/mic.0.28562-0,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. Substrate is 22% methylated citrus pectin,TRUE,01/03/2001
,PEL001,relative activity,mean percent relative activity,,,100,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona Spain,colony,,,0,decimal,41,2,Bacillus subtilis,,part,Pectate lyase C enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,65,Celsius,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soriano et al. 2006. Pectate lyase C from Bacillus subtilis: a novel endo-cleaving enzyme with activity on highly methylated pectin. Microbiology. 152:3,10.1099/mic.0.28562-0,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. Substrate is 22% methylated citrus pectin,TRUE,01/03/2001
,PEL001,relative activity,mean percent relative activity,,,91.53,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona Spain,colony,,,0,decimal,41,2,Bacillus subtilis,,part,Pectate lyase C enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,70,Celsius,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soriano et al. 2006. Pectate lyase C from Bacillus subtilis: a novel endo-cleaving enzyme with activity on highly methylated pectin. Microbiology. 152:3,10.1099/mic.0.28562-0,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. Substrate is 22% methylated citrus pectin,TRUE,01/03/2001
,PEL001,relative activity,mean percent relative activity,,,64.99,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona Spain,colony,,,0,decimal,41,2,Bacillus subtilis,,part,Pectate lyase C enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,75,Celsius,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soriano et al. 2006. Pectate lyase C from Bacillus subtilis: a novel endo-cleaving enzyme with activity on highly methylated pectin. Microbiology. 152:3,10.1099/mic.0.28562-0,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. Substrate is 22% methylated citrus pectin,TRUE,01/03/2001
